"Id","SalePrice"
1571,121335.923502107
1572,143318.880119438
1573,227452.565312643
1574,126641.952973632
1575,229967.459263756
1576,248138.215895946
1577,185381.973028367
1578,139637.948788894
1579,147943.24540552
1580,194157.989527312
1581,159594.77096977
1582,126858.686527944
1583,310821.481083404
1584,219547.678181658
1585,140797.156789506
1586,62036.2757860724
1587,99971.7735408098
1588,153245.902827559
1589,97821.9344301448
1590,134086.277156778
1591,96647.3073775013
1592,115907.879554048
1593,124215.610484772
1594,134322.181979071
1595,113496.427104727
1596,231021.766106327
1597,196216.129027293
1598,226060.254176922
1599,166064.699997057
1600,167659.103819571
1601,61324.1869007527
1602,107960.060860772
1603,74568.8096647273
1604,269602.188310814
1605,244943.33860924
1606,168650.916407503
1607,169938.018766704
1608,222430.70825329
1609,185458.904869634
1610,150103.36649754
1611,142496.922940099
1612,168090.028916329
1613,161769.917395196
1614,124205.397380997
1615,90352.3337038645
1616,76554.923341189
1617,88263.5510235321
1618,120554.476921248
1619,137414.383736338
1620,167339.7480669
1621,132248.168531459
1622,138341.220355035
1623,270315.925231609
1624,211683.892568704
1625,117540.621351525
1626,166077.852442656
1627,184376.844854527
1628,272634.132566891
1629,177174.767739116
1630,354221.525330716
1631,232702.410391768
1632,252572.909248755
1633,171484.603008347
1634,184809.254266441
1635,178188.303370786
1636,150427.154364445
1637,197936.293100574
1638,186401.761454379
1639,180941.250024202
1640,258882.72265411
1641,178431.932406473
1642,236145.942101981
1643,215091.261472129
1644,232405.064834818
1645,202083.411432586
1646,156439.807082112
1647,151325.793925899
1648,132305.849564225
1649,140767.365931972
1650,112852.807820749
1651,114336.576806493
1652,98014.1739794929
1653,99737.8063811181
1654,143726.212027238
1655,138910.147809871
1656,142069.411060365
1657,148022.198847027
1658,143095.924385515
1659,115693.738664751
1660,149689.347078546
1661,446576.179942538
1662,386376.123951127
1663,370204.331528412
1664,493103.457774039
1665,293320.560329337
1666,325598.935809063
1667,359260.516926081
1668,329059.377853769
1669,296686.334110644
1670,328858.39326848
1671,267675.739169411
1672,427406.400340888
1673,297759.141671524
1674,242229.014757337
1675,197014.373579055
1676,197805.195753128
1677,226798.551881723
1678,452029.926113953
1679,390168.681622663
1680,335034.805837485
1681,240601.115192958
1682,314404.077962111
1683,186429.589116541
1684,176062.190024844
1685,173600.478167669
1686,171695.555696267
1687,169243.819081405
1688,190461.10308457
1689,192026.245002216
1690,196842.146768609
1691,186256.826324278
1692,255905.195777106
1693,171960.195923433
1694,180498.511549652
1695,160762.022568257
1696,269652.730457828
1697,165881.285771225
1698,348610.958782317
1699,321647.998153092
1700,250014.005919934
1701,272929.842473047
1702,246581.838581775
1703,253122.132823875
1704,275921.528393716
1705,232616.004160008
1706,397074.763116271
1707,208444.160735713
1708,203949.807984509
1709,267851.600073405
1710,223475.014114996
1711,263607.97254988
1712,254523.65595758
1713,263188.309968037
1714,223151.869242615
1715,207147.369640528
1716,185134.259627488
1717,180290.365384371
1718,139721.389312819
1719,206648.903148115
1720,226215.515175036
1721,159429.260077619
1722,126830.870951875
1723,150856.677016589
1724,204858.526350398
1725,239840.238538169
1726,185714.205565297
1727,158100.445194621
1728,167639.452482928
1729,167305.002866202
1730,155972.058812296
1731,123023.610621226
1732,125177.986945083
1733,111755.949645383
1734,114084.476562059
1735,121858.426950989
1736,111225.760160306
1737,290033.919839995
1738,247167.833506703
1739,244286.1816546
1740,225683.307501035
1741,191057.158300138
1742,169774.565270941
1743,175516.467240068
1744,303194.596975261
1745,223897.330735159
1746,184032.848190141
1747,218876.237867702
1748,221898.129172768
1749,146319.708397592
1750,127341.803438736
1751,248094.090028448
1752,117769.119101654
1753,152971.486593447
1754,193027.973925693
1755,167349.046564971
1756,123954.061314307
1757,118972.617508524
1758,142808.026760059
1759,164205.661887236
1760,169172.694230999
1761,150439.361191681
1762,175145.306029299
1763,181364.131233532
1764,116251.97087131
1765,165607.085573437
1766,187004.094003201
1767,223496.039220476
1768,143337.951820967
1769,173270.786241473
1770,154909.922903079
1771,121942.283231092
1772,137395.820860304
1773,121328.497134165
1774,146496.718917805
1775,142060.867259727
1776,123656.049223379
1777,104659.852875327
1778,143158.886567014
1779,116758.424717734
1780,178264.357842038
1781,122269.124143451
1782,83530.6992633148
1783,141775.635862362
1784,104979.260097732
1785,117562.294838785
1786,148224.725257767
1787,161478.551855116
1788,60940.7474437277
1789,96954.4421355409
1790,78395.3915932102
1791,181924.958399133
1792,157035.991222137
1793,132017.913259158
1794,157615.33762397
1795,133441.932699782
1796,117748.666424965
1797,107724.668041934
1798,118459.839353342
1799,111106.289305552
1800,133613.035035352
1801,128810.404565853
1802,131723.754634289
1803,147522.331847175
1804,144764.284695868
1805,136671.083548886
1806,129577.013734388
1807,129414.790080824
1808,121439.683776215
1809,122721.581119795
1810,138305.633999374
1811,93744.8388339046
1812,94308.8934114104
1813,122172.917861729
1814,92254.3662151584
1815,51347.4588799521
1816,93943.8344587906
1817,107588.191711056
1818,141340.511296378
1819,123584.22830771
1820,65580.0159482156
1821,106866.506920659
1822,147875.335131996
1823,47685.7336142869
1824,125224.467898135
1825,135099.555599111
1826,104024.01225121
1827,105209.401191522
1828,136639.304434456
1829,120969.405358072
1830,142853.537388306
1831,147709.6115807
1832,73619.159207244
1833,132843.930340977
1834,118239.209999231
1835,131737.81193158
1836,119585.378368359
1837,87018.9997910926
1838,126842.096933866
1839,95771.7860773464
1840,151307.941766251
1841,147694.173561148
1842,88561.9491046111
1843,128079.048742717
1844,137185.740807029
1845,141052.661840258
1846,155248.740167797
1847,168285.999243139
1848,50320.3452560429
1849,105426.173592642
1850,117970.234370492
1851,156199.779524055
1852,129573.958872365
1853,130475.107447209
1854,165590.146528379
1855,152306.359379712
1856,221967.519681203
1857,134221.08572646
1858,130314.252733878
1859,114328.410185895
1860,146632.724110031
1861,113667.318854332
1862,311629.572575017
1863,292504.09676073
1864,292853.82183611
1865,318291.510761337
1866,309129.185802574
1867,222584.255472381
1868,290224.436310578
1869,205263.426078404
1870,226565.899940041
1871,242745.572302133
1872,174731.058612162
1873,251803.117585562
1874,145010.072831121
1875,203418.981175111
1876,195912.134686237
1877,208633.592822105
1878,202233.097098014
1879,131694.070181807
1880,130573.885117171
1881,235285.473254435
1882,250532.793674205
1883,185525.606584658
1884,202669.99328091
1885,238633.811868876
1886,284753.160251132
1887,216315.390766348
1888,267104.566431865
1889,168716.524588494
1890,122219.28294716
1891,135521.237548235
1892,98250.2809276954
1893,132338.506090834
1894,127579.224856387
1895,135438.739008785
1896,121033.880694717
1897,116335.113533304
1898,114205.730880574
1899,157909.169841927
1900,144195.715011376
1901,176111.369360613
1902,151105.984239264
1903,217020.09006637
1904,140041.229795617
1905,209811.323971515
1906,153657.887555684
1907,209622.358599643
1908,106217.197128777
1909,134667.52883444
1910,117352.92669815
1911,223931.76585603
1912,343140.188245761
1913,134640.97685094
1914,64387.843956611
1915,295087.266009537
1916,56475.2368311345
1917,250569.266312729
1918,136901.088132225
1919,176872.465367968
1920,158917.478145055
1921,376134.254656957
1922,297163.971253502
1923,233476.413353282
1924,239773.318541017
1925,197302.894363955
1926,361797.688267325
1927,133018.110975133
1928,154062.516229885
1929,125660.808028495
1930,126101.010236522
1931,140140.392108367
1932,135389.56252697
1933,168350.602120747
1934,176392.497969668
1935,167722.013942136
1936,189260.220563884
1937,181121.521617847
1938,174027.155197599
1939,254958.571152877
1940,193796.180940434
1941,168428.768612436
1942,187292.7948133
1943,221566.698019079
1944,364923.35477033
1945,383255.954846508
1946,136462.849180704
1947,327650.361566896
1948,174298.807380508
1949,242840.332165186
1950,187398.742732713
1951,252858.601728805
1952,221316.47328429
1953,167279.317654746
1954,183986.605947326
1955,135954.665843247
1956,303857.297649102
1957,151632.624755225
1958,288807.832242175
1959,146336.042550834
1960,112240.558786049
1961,120094.362676498
1962,95151.7891136767
1963,101785.216310092
1964,106896.424709091
1965,143387.309457013
1966,134848.503448208
1967,288203.886939667
1968,426643.802127591
1969,385073.161760889
1970,422867.681036947
1971,478166.060040211
1972,376146.62861692
1973,283991.497196811
1974,321077.824258711
1975,571162.518782414
1976,275349.92139221
1977,352910.86297294
1978,359382.828617425
1979,338005.687540519
1980,216578.656417558
1981,330153.595222573
1982,228121.960785113
1983,213559.873176658
1984,173287.354033087
1985,220246.498572137
1986,214264.505917245
1987,180533.002094538
1988,175106.805287168
1989,194849.938486996
1990,211581.247843399
1991,238544.902390093
1992,212900.365810163
1993,168279.672586449
1994,225110.350601267
1995,185650.494753807
1996,255951.854976282
1997,311530.236751085
1998,316088.421370648
1999,276542.207213671
2000,329757.660199546
2001,289946.409896372
2002,244737.9396949
2003,262732.784436447
2004,283857.285199499
2005,219053.177177147
2006,226870.955919497
2007,256227.032868603
2008,221675.334216087
2009,197429.845527199
2010,196884.195164463
2011,141656.221263564
2012,175487.952975682
2013,178854.711688815
2014,186602.585282496
2015,208989.335927021
2016,190704.985063576
2017,199657.724828177
2018,114482.886132058
2019,132395.369799741
2020,107654.575325337
2021,103965.713902903
2022,191521.971389963
2023,144247.20047941
2024,272329.626140582
2025,365457.721316821
2026,180592.477570022
2027,160006.860411851
2028,150440.522086375
2029,166475.533188103
2030,267425.046865211
2031,237388.742551694
2032,245286.43917789
2033,256238.662415302
2034,171259.726599306
2035,221942.551867474
2036,202353.460361597
2037,206343.659272273
2038,316878.608815795
2039,229620.406640469
2040,281760.221042197
2041,309303.252239497
2042,205483.914526908
2043,179400.490730025
2044,167854.835175404
2045,213972.935137148
2046,144782.126762875
2047,143112.576046853
2048,138381.108596938
2049,143011.789594668
2050,173908.582190998
2051,103682.172427272
2052,128264.570419639
2053,147501.087497163
2054,84130.2050437162
2055,156217.754845987
2056,147680.803220743
2057,114324.652877703
2058,219779.490577596
2059,135393.748725198
2060,176583.173645713
2061,172783.326966473
2062,128806.170810942
2063,118179.018302381
2064,140333.201019256
2065,119428.39254109
2066,165923.601639689
2067,111764.740325115
2068,146903.41099244
2069,85052.2234157072
2070,114123.58037699
2071,88923.5382557455
2072,131347.865111649
2073,131275.343140783
2074,182010.985813955
2075,148237.735709366
2076,114994.698163236
2077,163577.475615884
2078,127083.782724081
2079,130087.960281265
2080,119653.674527721
2081,122034.897037759
2082,125731.534513252
2083,147271.523911996
2084,109044.499220636
2085,120762.014229991
2086,116702.451683111
2087,124146.042578056
2088,95979.963858181
2089,74753.8097596736
2090,126066.001158645
2091,108774.801115662
2092,123770.926736545
2093,118700.548679927
2094,114359.192883059
2095,141678.374718489
2096,80994.86966861
2097,99788.6253235855
2098,138904.398323432
2099,50793.85801197
2100,76489.7753309078
2101,112027.281207637
2102,127223.315505261
2103,102598.90650358
2104,140183.436294104
2105,129805.508101447
2106,64320.8788197778
2107,207728.034270049
2108,115251.324836929
2109,112900.51910266
2110,126519.873056301
2111,146391.343907363
2112,141913.767563913
2113,124191.103185483
2114,124143.089745081
2115,168354.651307096
2116,121681.291971995
2117,149202.795241131
2118,123828.816933806
2119,115943.869615704
2120,120704.808045901
2121,84972.3834511324
2122,113627.647183709
2123,82137.2278201838
2124,160732.531817695
2125,121024.346035812
2126,150597.002661196
2127,163610.113022486
2128,122070.045175926
2129,81929.3881452945
2130,130013.181472917
2131,142590.072681628
2132,115999.407594182
2133,118904.169598538
2134,115683.335259581
2135,84116.2891751119
2136,75407.8650404995
2137,108155.702361775
2138,138211.697386817
2139,151345.797811368
2140,142389.601258434
2141,153789.974135695
2142,126318.582194896
2143,146313.95741545
2144,122739.561245441
2145,140560.921031445
2146,166870.558034397
2147,136845.378302733
2148,142139.818386162
2149,147496.704789186
2150,238839.446183445
2151,112432.968416558
2152,165019.791019375
2153,167199.565757204
2154,109504.936214203
2155,137675.524264575
2156,256432.19696607
2157,233437.018088459
2158,241397.529347302
2159,212537.4352233
2160,182121.072359394
2161,239820.817539045
2162,373006.477597177
2163,349718.017129256
2164,241744.780685543
2165,196859.234654083
2166,151425.246916532
2167,218864.104904348
2168,200367.272882209
2169,194905.489401455
2170,219402.774674224
2171,151470.676630629
2172,133572.989991734
2173,166689.854259771
2174,230682.200356228
2175,298106.002649132
2176,303001.612800456
2177,241184.988093606
2178,214642.475442244
2179,138973.857823357
2180,213763.723436056
2181,197418.919889404
2182,228058.666371005
2183,197145.582076587
2184,120028.638058581
2185,119161.240528722
2186,147135.417066526
2187,150264.151150324
2188,154398.733936047
2189,295286.483498725
2190,77741.5529971565
2191,84040.0890520362
2192,93920.4095596957
2193,107758.31804629
2194,107240.892260035
2195,107763.569821043
2196,99902.7864182375
2197,119856.40406534
2198,163130.074085132
2199,188696.784739431
2200,149437.54524847
2201,143820.491891467
2202,223087.278868016
2203,135195.731222383
2204,179649.129169229
2205,120709.580276142
2206,142681.871482593
2207,216672.430014027
2208,276536.230326159
2209,252458.977245755
2210,116126.146510727
2211,112594.152956148
2212,114760.651098761
2213,102293.903849975
2214,119754.923932349
2215,98785.5313113374
2216,142485.819505028
2217,62342.4700288653
2218,78587.3158954845
2219,74135.8511578794
2220,67210.9564195335
2221,297077.711033401
2222,269872.88318767
2223,294978.817679213
2224,204798.179876469
2225,121146.681915663
2226,180386.359871331
2227,199206.363172411
2228,262620.989909773
2229,258231.275100542
2230,149759.047146367
2231,214723.323601435
2232,178155.249181056
2233,179771.368835592
2234,241644.555612416
2235,212906.380859612
2236,274642.123457228
2237,319757.28637959
2238,197490.060539215
2239,113817.802360246
2240,154033.218803891
2241,150890.854259568
2242,120047.298521493
2243,124124.166750706
2244,106657.294025248
2245,98121.7190659769
2246,143849.603847097
2247,115778.250374467
2248,119381.887606046
2249,119717.968643575
2250,126553.566932101
2251,98748.9245703234
2252,178240.467092515
2253,152503.913942145
2254,173131.653124616
2255,185193.392839154
2256,173928.826394316
2257,203145.91427341
2258,162496.688859469
2259,173523.829229465
2260,141012.205167442
2261,200005.037123921
2262,217120.61622355
2263,378748.253256033
2264,532316.28884645
2265,171396.613925254
2266,301104.259220647
2267,369330.379469105
2268,416248.565206687
2269,153805.327699099
2270,196978.711127
2271,214972.150529967
2272,205510.379004065
2273,160811.602265975
2274,178659.328329366
2275,163797.264683526
2276,198603.511149716
2277,188092.833757513
2278,144888.646629557
2279,122712.840621924
2280,116411.825041667
2281,166838.605788041
2282,186249.079736128
2283,106308.963248209
2284,110568.186513278
2285,139075.018860277
2286,123173.102968167
2287,356582.042807444
2288,281433.507639481
2289,384431.405546681
2290,465306.790724859
2291,330810.072878891
2292,438155.720562722
2293,458839.208762352
2294,410694.289999361
2295,496439.253425211
2296,300680.071843207
2297,334931.320181888
2298,337906.514225901
2299,353311.018281087
2300,328758.816369061
2301,304294.072550239
2302,253440.350323805
2303,259773.932540128
2304,258148.17783623
2305,201108.978619519
2306,196262.000199804
2307,203590.883559139
2308,232667.229499519
2309,282430.651625933
2310,221514.943538622
2311,205648.35395491
2312,177055.532332871
2313,172265.20170205
2314,174580.772191347
2315,178371.694088703
2316,199401.30658256
2317,193458.278842627
2318,180983.395931547
2319,184421.442688743
2320,187660.907939011
2321,236220.790939994
2322,181816.029618856
2323,188843.637412771
2324,179242.362633529
2325,222664.640115192
2326,174243.392303013
2327,203198.240865732
2328,219678.040224117
2329,191594.789309801
2330,180003.757319539
2331,353886.849945525
2332,397434.326488413
2333,323372.590739381
2334,263763.801875561
2335,283433.752559673
2336,307770.489916448
2337,202808.96545045
2338,266763.789230969
2339,219831.207728078
2340,378348.166760695
2341,236682.769380913
2342,243872.72840229
2343,229327.89277048
2344,207196.45400682
2345,236662.788110352
2346,219303.163010316
2347,201918.609278002
2348,245943.953605272
2349,181325.874043782
2350,303780.557190424
2351,262958.405966671
2352,258471.330472122
2353,243086.781339951
2354,142487.853761235
2355,149014.513128881
2356,147938.14266604
2357,191281.93441776
2358,195789.266140853
2359,131071.169561486
2360,114790.674867947
2361,144447.997773769
2362,284315.023162341
2363,132598.882468902
2364,154372.178454659
2365,219342.627636612
2366,201339.263869814
2367,234553.777900397
2368,211866.517267663
2369,227606.321991229
2370,165795.212481474
2371,164318.002065152
2372,195706.444446975
2373,288449.750630611
2374,306845.019683808
2375,252635.675267056
2376,292823.886835132
2377,339910.080575529
2378,144576.400393401
2379,195177.047880921
2380,150221.171166881
2381,169125.428327606
2382,204569.94543319
2383,205413.943772471
2384,242069.743516246
2385,162907.920235874
2386,130500.170318147
2387,136649.933031257
2388,103993.124496398
2389,121853.290861868
2390,146387.570515175
2391,141159.47496721
2392,117205.111247804
2393,169536.615144121
2394,141736.116203073
2395,205251.111532731
2396,145515.372848841
2397,228839.310190647
2398,127399.306462015
2399,67135.2675909479
2400,60705.3592769823
2401,113481.475084565
2402,140941.103626983
2403,146337.743640715
2404,152784.77860991
2405,158852.875513314
2406,140630.789658694
2407,124394.683713188
2408,149073.435747676
2409,123164.030347896
2410,165623.653152256
2411,114314.346500704
2412,154516.323902961
2413,130590.338778234
2414,153035.160579198
2415,139020.749280971
2416,126889.953997823
2417,137623.678409653
2418,133740.041374176
2419,122874.744708661
2420,120765.916978273
2421,152099.294152077
2422,109539.120393934
2423,120082.169758545
2424,159352.471580188
2425,193658.828787292
2426,130897.621596707
2427,135444.836115669
2428,178628.738127554
2429,115960.026436828
2430,132511.670457227
2431,104954.934505287
2432,147772.968479654
2433,143057.577043119
2434,138424.177957415
2435,149613.11171582
2436,107363.895087197
2437,111163.163967328
2438,121114.157196536
2439,105448.236878948
2440,118738.711483366
2441,94658.9596068956
2442,97755.4114736984
2443,126615.604158712
2444,133971.088300959
2445,88741.6995686175
2446,142015.035485413
2447,191309.522359087
2448,128933.946994724
2449,110220.199371705
2450,148569.00088253
2451,118934.794927948
2452,194086.558125498
2453,89962.9285286422
2454,122117.620470167
2455,116698.433282323
2456,137061.718397119
2457,128514.612448096
2458,129078.234998555
2459,112728.298374443
2460,143015.088045873
2461,127377.644622788
2462,135841.574478017
2463,129185.454526341
2464,177847.902522901
2465,144859.881964518
2466,108101.292751477
2467,131230.377819548
2468,82002.3774278203
2469,80442.3974628833
2470,180447.163277542
2471,203999.232339524
2472,154309.490728334
2473,112872.392026747
2474,81191.431659064
2475,216344.415053946
2476,114455.875721829
2477,131111.564668306
2478,152857.752517557
2479,103862.778935878
2480,156648.938137125
2481,123742.435676903
2482,128542.456866903
2483,111881.11343273
2484,123158.287368946
2485,125873.321680313
2486,148573.928207611
2487,160021.436860921
2488,164325.521281252
2489,149255.348254669
2490,141350.557585063
2491,89906.0833126204
2492,193891.787060236
2493,153278.941763127
2494,144522.812973577
2495,87737.873536687
2496,254191.427509502
2497,155340.236542999
2498,109845.742010887
2499,88069.7246646015
2500,123209.856950339
2501,137039.933479779
2502,145086.862597729
2503,97451.6294122087
2504,179503.09804195
2505,220459.145990235
2506,251407.961476365
2507,295938.567630505
2508,252352.229165313
2509,221022.265347724
2510,221357.96366156
2511,175502.150950983
2512,203752.930317598
2513,228522.221214481
2514,271086.553637651
2515,147114.647347038
2516,176286.597333844
2517,142414.27232632
2518,154038.531384183
2519,231015.162884723
2520,217725.652487555
2521,187709.877085904
2522,225571.907829593
2523,115366.501933193
2524,138607.214324113
2525,148035.56458229
2526,142443.296120571
2527,120441.462996667
2528,122161.394885799
2529,133044.086860718
2530,118127.07973161
2531,250343.229068061
2532,224531.802648312
2533,193211.231669073
2534,231768.151965177
2535,300523.468840478
2536,232676.566839684
2537,244940.888634776
2538,185059.778385119
2539,188529.627822869
2540,180015.118448206
2541,184328.282022839
2542,166396.414903109
2543,123453.266523737
2544,121749.009759983
2545,138801.64877645
2546,129069.234192955
2547,141545.539150231
2548,158569.823353674
2549,158723.200932572
2550,701160.101714174
2551,141976.493409073
2552,124122.271562768
2553,74405.2303754595
2554,97330.5248720695
2555,116862.784502112
2556,97450.9337391865
2557,102369.289709838
2558,141366.322171465
2559,138266.366787634
2560,151490.845596086
2561,149685.629189734
2562,132644.616082192
2563,147776.038706863
2564,205684.854414026
2565,138119.040955361
2566,164653.432892878
2567,139008.567424595
2568,204026.619539068
2569,220868.822491847
2570,113000.023259619
2571,195611.857919239
2572,149644.617813811
2573,229635.253164505
2574,337709.352671659
2575,126924.714440147
2576,119600.004993338
2577,130863.80726744
2578,82349.3892310846
2579,55069.0095070051
2580,103801.232251321
2581,111187.357247808
2582,115973.71587964
2583,295896.067234117
2584,185916.448308844
2585,186202.97323779
2586,227990.172223735
2587,199289.520043561
2588,143450.983811439
2589,144819.426320767
2590,204048.907408544
2591,227548.764906046
2592,217419.656111166
2593,246115.015950032
2594,187785.87023455
2595,197035.73370441
2596,291806.318969989
2597,178051.976563471
2598,293489.690883861
2599,315542.059971937
2600,160296.178446677
2601,147912.616964856
2602,81209.9606767037
2603,94339.8925612115
2604,88351.9371184399
2605,78463.7235707273
2606,147407.931966356
2607,203759.134727375
2608,194871.157548436
2609,165894.664469638
2610,110293.96221963
2611,118100.775114691
2612,158922.331864547
2613,129472.560311318
2614,123342.349212313
2615,157258.460873912
2616,146382.630431954
2617,174654.662529142
2618,213406.911146633
2619,205336.608314248
2620,183354.714505507
2621,172751.222438503
2622,181120.653033504
2623,244776.4064442
2624,329952.469557067
2625,303825.42814966
2626,173095.174691771
2627,165829.897521461
2628,484086.143198831
2629,523511.740001813
2630,384278.766326386
2631,469906.14847098
2632,427998.741233792
2633,315782.686097031
2634,417031.043666445
2635,155938.394312857
2636,172831.315127948
2637,168028.514665639
2638,266868.553234296
2639,186935.672488617
2640,146670.772578598
2641,104579.100286472
2642,186390.034317876
2643,101773.197250367
2644,121984.552183186
2645,106796.969196022
2646,94227.1277275721
2647,100648.128001122
2648,141517.124132384
2649,149784.805336058
2650,138559.918916413
2651,142003.720955739
2652,405009.549728489
2653,258287.313108348
2654,254288.498145035
2655,388512.999403076
2656,329815.934612744
2657,354572.860583426
2658,312516.638326363
2659,308031.036828743
2660,367577.560632835
2661,350274.228160958
2662,352541.791489814
2663,298263.321455995
2664,271111.430917644
2665,319213.531152483
2666,289597.074568932
2667,171907.459317267
2668,181409.73537817
2669,182946.276318982
2670,278625.68360693
2671,185448.541574784
2672,195640.838956172
2673,202483.8497331
2674,198877.789410121
2675,175048.658907831
2676,192296.00235849
2677,193359.413809419
2678,252757.22607537
2679,274853.072829966
2680,292594.939544172
2681,387494.341010636
2682,315319.916238283
2683,513826.701096729
2684,321237.279851049
2685,334476.846372882
2686,259689.430191918
2687,305235.508119646
2688,221882.835248407
2689,212192.106762159
2690,421767.098979385
2691,189227.36894651
2692,146500.253154877
2693,203210.278774859
2694,138172.229936673
2695,194192.115717211
2696,184490.633048979
2697,179321.059820971
2698,186238.411351689
2699,176782.98880184
2700,157478.671121806
2701,144569.834084372
2702,108142.537730337
2703,117992.068066572
2704,138583.450033122
2705,114015.701044309
2706,106756.492897757
2707,119338.036524129
2708,132696.470883467
2709,103233.106215555
2710,122246.9128432
2711,319787.610092257
2712,378284.09184149
2713,172122.842204216
2714,149670.319580417
2715,169632.144370878
2716,146387.690769396
2717,193456.583481418
2718,225341.219953979
2719,156820.563556987
2720,176026.119501782
2721,131349.712806867
2722,165031.918940079
2723,142903.584175097
2724,125859.313296699
2725,127555.76757405
2726,148212.868978618
2727,187482.517387872
2728,185357.72081506
2729,144919.988511287
2730,149916.669687099
2731,126710.778800587
2732,131967.483814219
2733,156738.033406095
2734,145374.481826216
2735,137161.56945097
2736,141015.011220946
2737,120277.618187928
2738,138720.03426382
2739,157401.25764707
2740,134571.339974398
2741,141200.721136693
2742,153938.819035891
2743,153670.608769802
2744,157636.20384371
2745,144763.305115868
2746,137124.41407831
2747,146763.003703149
2748,114609.285185276
2749,126318.648578901
2750,139075.236999431
2751,134849.750444612
2752,206612.642106566
2753,147574.286809508
2754,207746.58020907
2755,132499.989254847
2756,92342.2671509422
2757,68775.0949018773
2758,81233.0059942808
2759,155112.707484952
2760,118794.142044472
2761,141107.681384167
2762,146254.052226737
2763,181282.461679092
2764,151018.432772831
2765,294084.198599958
2766,130824.60365466
2767,89980.562161009
2768,132959.895555608
2769,129656.046773312
2770,140349.055816422
2771,108904.715139481
2772,116907.358220177
2773,163463.435057787
2774,144129.706294767
2775,113451.303415782
2776,144439.306224767
2777,142259.481531798
2778,100408.69044506
2779,117089.228363549
2780,99600.7700153516
2781,97942.8786648652
2782,95931.8436377128
2783,97173.0425487009
2784,125073.545309126
2785,137177.5663101
2786,63279.6498994797
2787,120139.95955908
2788,73645.52526247
2789,163268.856351188
2790,95353.6368661092
2791,112156.502390163
2792,60964.6470215377
2793,160497.84520785
2794,94697.9441181486
2795,124924.194284467
2796,99528.3627332297
2797,202639.926296333
2798,100883.537265132
2799,111788.633543146
2800,66498.1889440744
2801,99516.9498951615
2802,131667.742779759
2803,166314.982000087
2804,133536.910561566
2805,98793.7334959851
2806,83109.4384775371
2807,160588.000893748
2808,145801.778745863
2809,135229.802180268
2810,126287.102138091
2811,163942.29563008
2812,156090.850175671
2813,158907.644759436
2814,156337.698340879
2815,98688.4168054829
2816,227463.59972807
2817,150768.73812506
2818,127689.815654688
2819,171565.73331892
2820,137220.815814536
2821,98544.1163573371
2822,193899.104565681
2823,311235.136093424
2824,176882.73050868
2825,139258.498532839
2826,136613.484469732
2827,133933.656488318
2828,215406.145943354
2829,221877.05873137
2830,230268.328272122
2831,175711.161800619
2832,249389.490847775
2833,289478.942476889
2834,222556.334301079
2835,225854.02950938
2836,190782.928278259
2837,162141.495577783
2838,150768.845802203
2839,178518.085960885
2840,203030.723854493
2841,202264.872366
2842,230130.061915503
2843,148881.989654821
2844,170236.423653586
2845,123183.968565259
2846,205767.793705194
2847,205599.032618644
2848,222900.465280522
